107,"[4, 1, 2, 10, 5, 7, 0, 6, 8, 3, 9]",310.951,R
137,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
261,"[7, 0, 6, 8, 3, 9, 4, 1, 2, 10, 5]",310.951,R
63,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
286,"[3, 8, 6, 0, 7, 5, 10, 2, 1, 4, 9]",310.951,R
84,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,F
13,"[1, 4, 9, 3, 8, 6, 0, 7, 5, 10, 2]",310.951,R
28,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
30,"[0, 6, 8, 3, 9, 4, 1, 2, 10, 5, 7]",310.951,R
71,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,F
279,"[0, 6, 8, 3, 9, 4, 1, 2, 10, 5, 7]",310.951,F
109,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,R
398,"[7, 5, 10, 2, 1, 4, 9, 3, 8, 6, 0]",310.951,R
171,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,R
675,"[6, 8, 3, 9, 4, 1, 2, 10, 5, 7, 0]",310.951,F
124,"[0, 6, 8, 3, 9, 4, 1, 2, 10, 5, 7]",310.951,F
74,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
34,"[4, 9, 3, 8, 6, 0, 7, 5, 10, 2, 1]",310.951,R
129,"[8, 6, 0, 7, 5, 10, 2, 1, 4, 9, 3]",310.951,R
151,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
211,"[0, 7, 5, 10, 2, 1, 4, 9, 3, 8, 6]",310.951,R
186,"[6, 8, 3, 9, 4, 1, 2, 10, 5, 7, 0]",310.951,R
291,"[10, 5, 7, 0, 6, 8, 3, 9, 4, 1, 2]",310.951,R
149,"[0, 7, 5, 10, 2, 1, 4, 9, 3, 8, 6]",310.951,F
33,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
290,"[6, 0, 7, 5, 10, 2, 1, 4, 9, 3, 8]",310.951,F
1963,"[3, 9, 4, 1, 2, 10, 5, 7, 0, 6, 8]",310.951,F
44,"[6, 0, 7, 5, 10, 2, 1, 4, 9, 3, 8]",310.951,R
42,"[10, 5, 7, 0, 6, 8, 3, 9, 4, 1, 2]",310.951,F
894,"[8, 6, 0, 7, 5, 10, 2, 1, 4, 9, 3]",310.951,F
166,"[10, 5, 7, 0, 6, 8, 3, 9, 4, 1, 2]",310.951,F
350,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,R
10,"[0, 6, 8, 3, 9, 4, 1, 2, 10, 5, 7]",310.951,R
304,"[7, 0, 6, 8, 3, 9, 4, 1, 2, 10, 5]",310.951,R
677,"[4, 1, 2, 10, 5, 7, 0, 6, 8, 3, 9]",310.951,F
31,"[5, 10, 2, 1, 4, 9, 3, 8, 6, 0, 7]",310.951,R
275,"[6, 0, 7, 5, 10, 2, 1, 4, 9, 3, 8]",310.951,F
151,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
7,"[8, 6, 0, 7, 5, 10, 2, 1, 4, 9, 3]",310.951,F
192,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,R
169,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,F
31,"[3, 8, 6, 0, 7, 5, 10, 2, 1, 4, 9]",310.951,R
375,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,R
205,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,R
156,"[8, 3, 9, 4, 1, 2, 10, 5, 7, 0, 6]",310.951,R
130,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
383,"[4, 9, 3, 8, 6, 0, 7, 5, 10, 2, 1]",310.951,F
20,"[5, 10, 2, 1, 4, 9, 3, 8, 6, 0, 7]",310.951,R
90,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,F
14,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
578,"[2, 10, 5, 7, 0, 6, 8, 3, 9, 4, 1]",310.951,F
149,"[6, 0, 7, 5, 10, 2, 1, 4, 9, 3, 8]",310.951,F
103,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,F
1018,"[10, 5, 7, 0, 6, 8, 3, 9, 4, 1, 2]",310.951,R
43,"[1, 4, 9, 3, 8, 6, 0, 7, 5, 10, 2]",310.951,R
272,"[7, 5, 10, 2, 1, 4, 9, 3, 8, 6, 0]",310.951,R
501,"[5, 10, 2, 1, 4, 9, 3, 8, 6, 0, 7]",310.951,F
286,"[6, 8, 3, 9, 4, 1, 2, 10, 5, 7, 0]",310.951,F
43,"[2, 10, 5, 7, 0, 6, 8, 3, 9, 4, 1]",310.951,R
256,"[0, 7, 5, 10, 2, 1, 4, 9, 3, 8, 6]",310.951,F
33,"[1, 4, 9, 3, 8, 6, 0, 7, 5, 10, 2]",310.951,R
449,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,F
414,"[8, 3, 9, 4, 1, 2, 10, 5, 7, 0, 6]",310.951,F
360,"[1, 4, 9, 3, 8, 6, 0, 7, 5, 10, 2]",310.951,F
19,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
15,"[3, 8, 6, 0, 7, 5, 10, 2, 1, 4, 9]",310.951,R
135,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,F
302,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,F
305,"[3, 9, 4, 1, 2, 10, 5, 7, 0, 6, 8]",310.951,R
30,"[2, 1, 4, 9, 3, 8, 6, 0, 7, 5, 10]",310.951,R
48,"[2, 10, 5, 7, 0, 6, 8, 3, 9, 4, 1]",310.951,F
382,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
31,"[0, 7, 5, 10, 2, 1, 4, 9, 3, 8, 6]",310.951,R
749,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,R
229,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,R
244,"[6, 0, 7, 5, 10, 2, 1, 4, 9, 3, 8]",310.951,F
572,"[7, 0, 6, 8, 3, 9, 4, 1, 2, 10, 5]",310.951,R
171,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
552,"[1, 4, 9, 3, 8, 6, 0, 7, 5, 10, 2]",310.951,F
393,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
549,"[2, 10, 5, 7, 0, 6, 8, 3, 9, 4, 1]",310.951,R
34,"[5, 7, 0, 6, 8, 3, 9, 4, 1, 2, 10]",310.951,R
35,"[9, 3, 8, 6, 0, 7, 5, 10, 2, 1, 4]",310.951,R
127,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
20,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
291,"[2, 10, 5, 7, 0, 6, 8, 3, 9, 4, 1]",310.951,F
251,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,R
169,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,F
258,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,F
406,"[3, 9, 4, 1, 2, 10, 5, 7, 0, 6, 8]",310.951,F
490,"[8, 3, 9, 4, 1, 2, 10, 5, 7, 0, 6]",310.951,F
92,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,R
430,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,R
311,"[8, 3, 9, 4, 1, 2, 10, 5, 7, 0, 6]",310.951,F
74,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,F
46,"[6, 8, 3, 9, 4, 1, 2, 10, 5, 7, 0]",310.951,F
50,"[9, 4, 1, 2, 10, 5, 7, 0, 6, 8, 3]",310.951,R
359,"[1, 2, 10, 5, 7, 0, 6, 8, 3, 9, 4]",310.951,R
81,"[10, 2, 1, 4, 9, 3, 8, 6, 0, 7, 5]",310.951,R
426,"[8, 3, 9, 4, 1, 2, 10, 5, 7, 0, 6]",310.951,F
