540,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,F
179,"[9, 1, 0, 5, 6, 2, 4, 3, 7, 8]",262.174,F
1155,"[8, 7, 3, 4, 2, 6, 5, 0, 1, 9]",262.174,R
18,"[3, 4, 2, 6, 5, 0, 1, 9, 8, 7]",262.174,F
665,"[9, 8, 7, 3, 4, 2, 6, 5, 0, 1]",262.174,R
246,"[7, 3, 4, 2, 6, 5, 0, 1, 9, 8]",262.174,R
937,"[4, 3, 7, 8, 9, 1, 0, 5, 6, 2]",262.174,F
1,"[5, 6, 2, 4, 3, 7, 8, 9, 1, 0]",262.174,R
240,"[9, 1, 0, 5, 6, 2, 4, 3, 7, 8]",262.174,R
625,"[6, 2, 4, 3, 7, 8, 9, 1, 0, 5]",262.174,R
4,"[3, 4, 2, 6, 5, 0, 1, 9, 8, 7]",262.174,R
108,"[2, 6, 5, 0, 1, 9, 8, 7, 3, 4]",262.174,R
365,"[7, 8, 9, 1, 0, 5, 6, 2, 4, 3]",262.174,R
22,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,R
10,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,R
2,"[6, 4, 3, 7, 8, 9, 1, 0, 5, 2]",268.38,R
5,"[2, 6, 5, 0, 1, 9, 8, 7, 3, 4]",262.174,R
554,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,R
355,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,F
280,"[8, 7, 3, 4, 2, 6, 5, 0, 1, 9]",262.174,R
650,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,F
654,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,F
909,"[8, 7, 3, 4, 2, 6, 5, 0, 1, 9]",262.174,F
1199,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,R
1880,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,F
11,"[8, 7, 3, 4, 2, 6, 5, 0, 1, 9]",262.174,R
1339,"[4, 2, 6, 5, 0, 1, 9, 8, 7, 3]",262.174,R
1242,"[7, 8, 9, 1, 0, 5, 6, 2, 4, 3]",262.174,F
40,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,F
9,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,R
14,"[3, 4, 2, 6, 5, 0, 1, 9, 8, 7]",262.174,R
1045,"[6, 2, 4, 3, 7, 8, 9, 1, 0, 5]",262.174,R
884,"[8, 9, 1, 0, 5, 6, 2, 4, 3, 7]",262.174,F
18,"[6, 2, 4, 3, 7, 8, 9, 1, 0, 5]",262.174,R
13,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,R
936,"[1, 0, 5, 6, 2, 4, 3, 7, 8, 9]",262.174,R
596,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,F
1995,"[7, 8, 9, 1, 0, 5, 6, 2, 4, 3]",262.174,F
1160,"[6, 2, 4, 3, 7, 8, 9, 1, 0, 5]",262.174,F
117,"[9, 1, 0, 5, 6, 2, 4, 3, 7, 8]",262.174,F
129,"[2, 6, 5, 0, 1, 9, 8, 7, 3, 4]",262.174,R
1171,"[5, 6, 2, 4, 3, 7, 8, 9, 1, 0]",262.174,F
736,"[3, 4, 2, 6, 5, 0, 1, 9, 8, 7]",262.174,F
3,"[5, 0, 1, 9, 8, 7, 3, 4, 2, 6]",262.174,R
414,"[6, 4, 3, 7, 8, 9, 1, 0, 5, 2]",268.38,F
349,"[2, 4, 3, 7, 8, 9, 1, 0, 5, 6]",262.174,F
476,"[0, 1, 9, 8, 7, 3, 4, 2, 6, 5]",262.174,R
341,"[4, 2, 6, 5, 0, 1, 9, 8, 7, 3]",262.174,R
382,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,R
138,"[9, 1, 0, 5, 6, 2, 4, 3, 7, 8]",262.174,F
772,"[7, 8, 9, 1, 0, 5, 6, 2, 4, 3]",262.174,F
267,"[5, 0, 1, 9, 8, 7, 3, 4, 2, 6]",262.174,F
931,"[6, 5, 0, 1, 9, 8, 7, 3, 4, 2]",262.174,F
